neighborhood,postal_town,locality,administrative_area_level_1,country,postal_code
,,Enniscrone,County Sligo,Ireland,
Commons South,,Kilcock,County Kildare,Ireland,W23 WK64
Kilbride,,Bray,County Wicklow,Ireland,A98 VP70
Knockthomas,,Castlebar,County Mayo,Ireland,F23 HP97
Skreeny,,Manorhamilton,County Leitrim,Ireland,F91 A2P2
Castlereagh,,Castlerea,County Roscommon,Ireland,
Cartron,,Knocknageeha,County Clare,Ireland,
Old Connaught,,Bray,County Wicklow,Ireland,
,,Menlough,County Galway,Ireland,
,Dublin 1,,County Dublin,Ireland,
Tubbrid Upper,,Loughinney,County Kilkenny,Ireland,
Ballybrack,,Cork,County Cork,Ireland,T12 NVY7
Knockawalky,,Melview Glen,County Longford,Ireland,N39 H9Y0
Rush Demesne,,Rush,County Dublin,Ireland,K56 NN73
Sallins,,Sallins,County Kildare,Ireland,
Ballina,,Ballina,County Mayo,Ireland,
Ballyfoile Upper,,Belmont,County Kilkenny,Ireland,
Ballyhack,,Ballyhack Lower,County Wexford,Ireland,
Kilmacud,,Blackrock,County Dublin,Ireland,A94 C4V9
,,Coolaney,County Sligo,Ireland,F56 W702
Dromlickacrue,,Dromlickarue,County Cork,Ireland,
,,Mallow,County Cork,Ireland,P51 TP9V
Townparks (1st Division),,Tuam,County Galway,Ireland,H54 Y922
Cornelscourt,Dublin 18,,County Dublin,Ireland,D18 N9X8
Townparks,,Athy,County Kildare,Ireland,R14 TP26
Gortaliscaw,,Baltimore,County Cork,Ireland,P81 F588
Smithfield,,Dublin,County Dublin,Ireland,D07 V0P0
,,Dublin,County Dublin,Ireland,
Ferns Upper,,Ferns,County Wexford,Ireland,Y21 VK25
Ballintemple,,Cork,County Cork,Ireland,
Stradavoher,,Thurles,County Tipperary,Ireland,E41 P932
Carrignagroghera,,Fermoy,County Cork,Ireland,P61 RH52
,,Mullingar,County Westmeath,Ireland,N91 A2V6
Derrigra,,Béal Átha Fhínín,Contae Chorcaí,Ireland,P47 W611
,Dublin 6W,,County Dublin,Ireland,D6W HK58
,Dublin 8,,County Dublin,Ireland,
Jobstown,Dublin 24,,County Dublin,Ireland,D24 A97D
,,Portlaoise,County Laois,Ireland,R32 ET9P
Shandon,,Cork,County Cork,Ireland,T23 WY8E
Harmonstown,,Dublin,County Dublin,Ireland,D05 R285
Donaghmede,Dublin 5,,County Dublin,Ireland,D05 NN93
Lickeen West,,Crostera West,County Cork,Ireland,
Newmarket,,Newmarket,County Cork,Ireland,P51 V0D1
,Dublin 6W,,County Dublin,Ireland,D6W DT88
Fary,,Faree,County Wexford,Ireland,
Clonroad Beg,,Ennis,County Clare,Ireland,V95 NN96
Reanascreena North,,Reenascreena North,County Cork,Ireland,
Clontarf,Dublin 3,,County Dublin,Ireland,D03 E3T3
Caher (Lane),,Caherlane,County Limerick,Ireland,
,,Dublin,County Dublin,Ireland,
,,Dublin,County Dublin,Ireland,
Ayrfield,,Dublin,County Dublin,Ireland,D13 V8C8
Carrysfort,,Blackrock,County Dublin,Ireland,A94 C8H4
,,Lucan,County Dublin,Ireland,K78 A893
Cromagloun,,Clonsillagh,County Cork,Ireland,
Boherduff,,Claremorris,County Mayo,Ireland,F12 Y8P9
Saint James' (part of Phoenix Park),Dublin 8,,County Dublin,Ireland,D08 XY71
Kilmainham,Dublin 10,,County Dublin,Ireland,D10 P520
,,Salthill,County Galway,Ireland,H91 ETF6
Mallow,,Mallow,County Cork,Ireland,
Donaghmede,Dublin 5,,County Dublin,Ireland,
Whitehall,Dublin 9,,County Dublin,Ireland,D09 X865
,,Cork,County Cork,Ireland,T12 PFT7
Ballyphehane,,Cork,County Cork,Ireland,T12 DHF3
,Dublin 7,,County Dublin,Ireland,D07 W2V9
,Dublin 7,,County Dublin,Ireland,D07 YD40
Ardbear,,Ardbear Cottages,County Galway,Ireland,
Crehanagh South,,Crehana,County Waterford,Ireland,
Sheean,,Tullaghan,County Leitrim,Ireland,F91 E5D1
Mullauns,,Ballina,County Mayo,Ireland,F26 P4A6
Moyle Little,,Moyle,County Carlow,Ireland,
Mogullaan,,Mogullaun,County Clare,Ireland,
Walshestown,,Newbridge,County Kildare,Ireland,W12 P772
,,Cavan,County Cavan,Ireland,
Huntstown,,Dublin,County Dublin,Ireland,D15 FY8P
,,Dublin,County Dublin,Ireland,
Ryland Upper,,Bunclody,County Wexford,Ireland,Y21 YD89
Blakestown,Dublin 15,,County Dublin,Ireland,D15 HKK2
Ballytra,,Carne,County Wexford,Ireland,
Saint James' (part of Phoenix Park),Dublin 8,,County Dublin,Ireland,D08 X3D0
Cabra West,,Dublin,County Dublin,Ireland,D07 F3X7
Teevnacreeva,,Tibohine,County Roscommon,Ireland,
Lisanisk,,Carrickmacross,County Monaghan,Ireland,A81 P684
,Dublin 12,,County Dublin,Ireland,D12 N2A2
Tullowbeg,,Tullow,County Carlow,Ireland,R93 Y759
Marshalstown,,Ballinvalley,County Kildare,Ireland,
,,Limerick,County Limerick,Ireland,V94 E0WD
Enniscorthy,,Enniscorthy,County Wexford,Ireland,Y21 E4P9
Newpark Lower,,Kilkenny,County Kilkenny,Ireland,
,,Cork,County Cork,Ireland,T12 VAP5
Point,,Dundalk,County Louth,Ireland,
,Dublin 24,,County Dublin,Ireland,D24 R5T8
Lucan,,Lucan,County Dublin,Ireland,
Loughnagin,,Letterkenny,County Donegal,Ireland,
Dunbeggan,,Aghnacliff,County Longford,Ireland,N39 D294
Kilcruttin,,Tullamore,County Offaly,Ireland,
Millmount,,Kilmallock,County Limerick,Ireland,
Oran More,,Oranmore,County Galway,Ireland,H91 T8W9
Ballygowloge,,Listowel,County Kerry,Ireland,V31 PD83
Sutton North,Dublin 13,,County Dublin,Ireland,
Hacketstown Upper,,Hacketstown,County Carlow,Ireland,R93 YH33
,Dublin 8,,County Dublin,Ireland,
Donacarney Little,,Donacarney,County Meath,Ireland,A92 XDF3
,,Athlone,County Westmeath,Ireland,
,Dublin 8,,County Dublin,Ireland,D08 A9W4
Mullaghcroghery,,Monaghan,County Monaghan,Ireland,H18 PH32
,,Whitechurch,County Cork,Ireland,T34 T958
Templeogue,Dublin 6W,,County Dublin,Ireland,D6W EW44
Tankardstown,,Balbriggan,County Dublin,Ireland,K32 KR22
Townparks,,Skerries,County Dublin,Ireland,
Malahide,,Malahide,County Dublin,Ireland,K36 PP44
Dublin Docklands,Dublin 1,,County Dublin,Ireland,
Magherabeg,,Downings,County Donegal,Ireland,F92 P292
Saggart,,Saggart,County Dublin,Ireland,D24 W970
,,Galway,County Galway,Ireland,H91 CYK5
Lisatillister,,Lisatillester,County Monaghan,Ireland,
,Dublin 15,,County Dublin,Ireland,
Pembroke,,Pembroke Wood,County Cork,Ireland,T12 Y05F
Ballymun,Dublin 11,,County Dublin,Ireland,D11 PH27
,Dublin 20,,County Dublin,Ireland,
,,Dublin,County Dublin,Ireland,D15 X728
Claremount,,Broadford,County Kildare,Ireland,W91 WK09
,,Limerick,County Limerick,Ireland,V94 EPD2
Ashfield,,Ballycrossaun,County Galway,Ireland,
Togher,,Cork,County Cork,Ireland,T12 RC8P
Sunday's Well,,Cork,County Cork,Ireland,T23 H3C9
Lagavooren,,Drogheda,County Louth,Ireland,
Tyrrelstown,,Dublin,County Dublin,Ireland,D15 HP74
Milltown,,Donegal,County Donegal,Ireland,
Moanroe Commons,,Monarue,County Kilkenny,Ireland,
,,Dublin,County Dublin,Ireland,
Tallaght,,Dublin,County Dublin,Ireland,
,,Doughiska,County Galway,Ireland,H91 W2PN
,,Limerick,County Limerick,Ireland,V94 X9TR
,,Waterford,County Waterford,Ireland,X91 CH2K
Ballyconnigar Lower,,Sandy Cove,County Wexford,Ireland,
Tankardstown,,Balbriggan,County Dublin,Ireland,K32 E362
Sheeauns,,Sheeauns,County Galway,Ireland,
Kiltillahan,,Sroughmore,County Wexford,Ireland,
Roseberry,,Newbridge,County Kildare,Ireland,W12 TC79
,,Galway,County Galway,Ireland,
Rathmines Little,Dublin 14,,County Dublin,Ireland,D14 NX06
North Dock,Dublin 1,,County Dublin,Ireland,
Claremount,,Claremorris,County Mayo,Ireland,F12 E6E8
,,Dublin,County Dublin,Ireland,
Yellow Walls,,Lucan,County Dublin,Ireland,K78 T103
Mirehill,,Largan Road,County Galway,Ireland,
Malahide,,Malahide,County Dublin,Ireland,K36 PP44
Ballard Lower,,Emlaghmore,County Kerry,Ireland,
,,Carrick-On-Shannon,County Leitrim,Ireland,N41 C6D3
Hilltown,,Rosslare Harbour,County Wexford,Ireland,
Edmondstown,Dublin 16,,County Dublin,Ireland,D16 T2F2
Stillorgan,,Dublin,County Dublin,Ireland,A94 N206
Carnans Lower,,Tierworker,County Cavan,Ireland,
Caher,,Tullow,County Cork,Ireland,
,,Galway,County Galway,Ireland,
Tyrrelstown,Dublin 15,,County Dublin,Ireland,
Drumroe Lower,,Clifden,County Waterford,Ireland,
Kylemore,Dublin 10,,County Dublin,Ireland,D10 TF90
,,Limerick,County Limerick,Ireland,V94 72P4
Whitehall,Dublin 9,,County Dublin,Ireland,D09 C3C9
Carnagh West,,The Pound,County Roscommon,Ireland,
Currahaly,,Johnstown,County Cork,Ireland,
Magheracar,,Bundoran,County Donegal,Ireland,
Knockanrahan Upper,,Arklow,County Wicklow,Ireland,Y14 AW29
Dromavally,,Killorglin,County Kerry,Ireland,V93 XY26
Banagher,,Piltown,County Kilkenny,Ireland,E32 CD89
Donaghmede,Dublin 5,,County Dublin,Ireland,D05 XE80
,,Moylough,County Galway,Ireland,H53 A079
Clontarf,Dublin 3,,County Dublin,Ireland,D03 RR52
Ballinteer,Dublin 16,,County Dublin,Ireland,D16 WP66
,,Limerick,County Limerick,Ireland,V94 THK8
,,Dublin,County Dublin,Ireland,
Knockmore,,Knockmore South,County Cork,Ireland,
,Dublin 12,,County Dublin,Ireland,D12 X853
Carrigroe,,Ballycumber Lane,County Wicklow,Ireland,
,Dublin 7,,County Dublin,Ireland,D07 A2V4
Saint Catherine's,Dublin 8,,County Dublin,Ireland,D08 N2K4
Derryhoyle More,,Derryhoyle,County Galway,Ireland,
,,Dublin,County Dublin,Ireland,
Ballyvireen,,Rosscarbery,County Cork,Ireland,P85 PX73
,,Dublin,County Dublin,Ireland,
Ballypheasan,,Roscommon,County Roscommon,Ireland,F42 FY68
Meenvane,,Mclean Terrace,County Cork,Ireland,
Glanlough,,Glanlough,County Cork,Ireland,
Ballalease West,,Donabate,County Dublin,Ireland,K36 T294
Blackrock,,Dublin,County Dublin,Ireland,A94 VP73
Merrion,,Booterstown,County Dublin,Ireland,A94 PA02
Tullyglass,,Shannon,County Clare,Ireland,V14 NX20
Carrowbaun,,Croí Na Bhaile,County Galway,Ireland,
Thomastown,,Thomastown,County Kilkenny,Ireland,
Roundwood,,Diamond Hill,County Wicklow,Ireland,
Derryginny,,Carrowmore Meadows,County Cavan,Ireland,
Ballyhass,,Cecilstown,County Cork,Ireland,P51 XW63
Seamount,,Riverchapel,County Wexford,Ireland,
Bellanagare,,Castlerea,County Roscommon,Ireland,F45 X540
,,Dublin,County Dublin,Ireland,
Downtown Drogheda,,Drogheda,County Louth,Ireland,A92 EAC9
Centre,,Cork,County Cork,Ireland,
Merrion,,Blackrock,County Dublin,Ireland,A94 FW97
Mountrivers,,,County Cork,Ireland,
,,Dublin,County Dublin,Ireland,
Gortdromagownagh,,Knockanure,County Kerry,Ireland,
Coolroe,,Ballincollig,County Cork,Ireland,P31 D602
Mullagharlin,,Haggardstown,County Louth,Ireland,
,Dublin 6W,,County Dublin,Ireland,D6W YK64
Gurranabraher,,Cork,County Cork,Ireland,T23 A89C
Hollyfort,,,County Wexford,Ireland,Y25 FN25
Toor More,,Janeville,County Kilkenny,Ireland,
Shinnagh,,Rathmore,County Kerry,Ireland,P51 C3Y4
Beennamweel West,,Bweeng,County Cork,Ireland,P51 Y2P3
,Dublin 6W,,County Dublin,Ireland,D6W HD68
Newcourt,,Bray,County Wicklow,Ireland,A98 R8F7
Capragh,,Corcreaghy,County Monaghan,Ireland,
Collegepark,,Kilkenny,County Kilkenny,Ireland,R95 C9PE
Deanscurragh,,Longford,County Longford,Ireland,
Corporation Lands,,Wicklow,County Wicklow,Ireland,A67 DY72
,Dublin 4,,County Dublin,Ireland,D04 HW98
Blackpool,,Cork,County Cork,Ireland,
Donaghmede,Dublin 13,,County Dublin,Ireland,D13 Y2A2
Finglas,Dublin 11,,County Dublin,Ireland,D11 KWP7
Cornamuddagh,,Drumshanbo,County Leitrim,Ireland,N41 P650
Kilsough South,,Balbriggan,County Dublin,Ireland,K32 H280
Sleveen,,Kinsale,County Cork,Ireland,P17 D602
Drumnanarragh,,Drumanarragh,County Cavan,Ireland,
,,Dublin,County Dublin,Ireland,
Carpenterstown,,Dublin,County Dublin,Ireland,D15 H9W3
,,Mullingar,County Westmeath,Ireland,
Clash East,,Tralee,County Kerry,Ireland,V92 NVX8
Murphystown,Dublin 18,,County Dublin,Ireland,D18 X3T9
Maghereen,,Macroom,County Cork,Ireland,P12 R978
Ballinlough,,Cork,County Cork,Ireland,T12 A3N0
Tulla,,Tulla,County Clare,Ireland,
,,Cork,County Cork,Ireland,T12 PF3A
Townparks,,Birr,County Offaly,Ireland,R42 XN81
Fough West,,Oughterard,County Galway,Ireland,H91 T2Y2
Castleknock,,Dublin,County Dublin,Ireland,
Logstown,,Kilcullen,County Kildare,Ireland,
Cloghabrody,,Thomastown,County Kilkenny,Ireland,R95 W296
Saint Catherine's,Dublin 8,,County Dublin,Ireland,D08 C3X5
Blackpool,,Cork,County Cork,Ireland,T23 N4X0
,,Galway,County Galway,Ireland,H91 FT2C
Lagavooren,,Drogheda,County Louth,Ireland,A92 R29R
,,Cashel,County Tipperary,Ireland,
,,Dungarvan,County Waterford,Ireland,X35 HW98
Skehacreggaun,,Limerick,County Limerick,Ireland,V94 F24X
Donaghmede,Dublin 5,,County Dublin,Ireland,D05 DD78
Johnstown,,Navan,County Meath,Ireland,C15 D8CX
Cowpasture,,Monasterevin,County Kildare,Ireland,W34 D668
Ballintober,,Cluaín Bhride,County Roscommon,Ireland,
Lambertstown,,Kilmessan,County Meath,Ireland,C15 H5C0
Killinure,,Killinure,County Limerick,Ireland,
,,Cork,County Cork,Ireland,
Garryncahera,,Garrynacahera,County Limerick,Ireland,
Rathfarnham,Dublin 6,,County Dublin,Ireland,D06 T959
Corrofin,,,County Galway,Ireland,
Morristownbiller,,Newbridge,County Kildare,Ireland,W12 NV66
Rosbercon,,Castlehyde Park,County Kilkenny,Ireland,Y34 FW56
Dromore,,Mallow,County Cork,Ireland,P51 T212
Whitehall,Dublin 9,,County Dublin,Ireland,D09 E3Y1
Togher,,Cork,County Cork,Ireland,
,Dublin 16,,County Dublin,Ireland,D16 T2N2
Townparks,,Skerries,County Dublin,Ireland,K34 E023
Santry Demesne,,Dublin,County Dublin,Ireland,
Scartlea,,Muckross,County Kerry,Ireland,V93 X9Y6
,,Waterford,County Waterford,Ireland,X91 TN6K
Virginia,,Virginia,County Cavan,Ireland,A82 E8W7
Carrickcoola,,Coola,County Sligo,Ireland,
Cloncollog,,Tullamore,County Offaly,Ireland,R35 V8X0
Carrickhill,,Portmarnock,County Dublin,Ireland,D13 FY97
,Dublin 6,,County Dublin,Ireland,D06 KX34
Seapoint,,Blackrock,County Dublin,Ireland,
Coolfadda,,Bandon,County Cork,Ireland,P72 XD65
Farnbeg,,Strokestown,County Roscommon,Ireland,
Fountainstown,,,County Cork,Ireland,
,Dublin 1,,County Dublin,Ireland,
Kilbelin,,Newbridge,County Kildare,Ireland,W12 VK75
,Dublin 15,,County Dublin,Ireland,
,,Dublin,County Dublin,Ireland,
Gayfield,,Tullamore,County Offaly,Ireland,R35 DT62
,,Radharc Alainn,County Cork,Ireland,
,,Dublin,County Dublin,Ireland,D13 V029
Stonybatter,,Wexford,County Wexford,Ireland,Y35 ED6V
Ballyvoloon,,Cobh,County Cork,Ireland,P24 PK60
Magheracar,,Bundoran,County Donegal,Ireland,F94 HX21
Ballynamult,,Ballynamult,County Waterford,Ireland,
Curraghafeaghan,,Curraghfeehan,County Donegal,Ireland,
Coollegrean,,Coolegrean,County Kerry,Ireland,
,Dublin 24,,County Dublin,Ireland,D24 VN51
Ballinteer,Dublin 16,,County Dublin,Ireland,
,Dublin 18,,County Dublin,Ireland,
Coolmucky,,Crookstown,County Cork,Ireland,P14 WF24
Castleredmond,,Midleton,County Cork,Ireland,P25 CV66
Bray,,Bray,County Wicklow,Ireland,A98 H932
Townparks,,Midleton,County Cork,Ireland,P25 VK51
Lough Common,,Lusk,County Dublin,Ireland,
Rosses Upper,,,County Sligo,Ireland,
Drumcondra,Dublin 9,,County Dublin,Ireland,
Glenageary,,Ballybrack,County Dublin,Ireland,A96 P9X2
Glebe,,Wicklow,County Wicklow,Ireland,A67 FP46
Whittyshill,,Grantstown,County Wexford,Ireland,
Drumhass,,Lisboy,County Leitrim,Ireland,
Ballydonarea,,Kilcoole,County Wicklow,Ireland,A63 H289
Schollarstown,Dublin 16,,County Dublin,Ireland,D16 Y5C2
,,Kilkenny,County Kilkenny,Ireland,R95 WKH5
Thurles Townparks,,Thurles,County Tipperary,Ireland,
Ballinteer,Dublin 16,,County Dublin,Ireland,D16 TW20
Mountrath,,Mountrath,County Laois,Ireland,R32 X297
The Glen,,Cork,County Cork,Ireland,T23 Y8D5
Townparks,,Midleton,County Cork,Ireland,
Ranelagh,Dublin 4,,County Dublin,Ireland,D04 XN62
,Dublin 3,,County Dublin,Ireland,D03 YE63
,,Enniscorthy,County Wexford,Ireland,Y21 H3A8
Ballsbridge,Dublin 4,,County Dublin,Ireland,D04 N2A4
Stillorgan,,Dublin,County Dublin,Ireland,A94 KW14
,,Bolachoir,County Wexford,Ireland,
Ferrybank,,Arklow,County Wicklow,Ireland,Y14 N500
Mountcharles,,Formal Hill,County Donegal,Ireland,
Ballinacor,,Tinahely,County Wicklow,Ireland,
Glasheen,,Cork,County Cork,Ireland,T12 C7DW
Raheen,,Limerick,County Limerick,Ireland,V94 C011
Ryninch Upper,,Ryninch,County Tipperary,Ireland,
Clone,,Clone Lane,County Wexford,Ireland,
Mountmerrion,,Blackrock,County Dublin,Ireland,A94 PR80
Knockconan,,Oisín Brian,County Monaghan,Ireland,H18 DR90
Saint Catherine's,Dublin 8,,County Dublin,Ireland,D08 H9K4
Lackendarragh,,Anglesborough,County Limerick,Ireland,V35 CF67
Dundooan Upper,,Downings,County Donegal,Ireland,F92 V383
,,Dublin,County Dublin,Ireland,D16 N2C7
Ballinwillin,,Mitchelstown,County Cork,Ireland,P67 X097
Ferns Upper,,Ferns,County Wexford,Ireland,
Graigue,,Ballingarry Road,County Limerick,Ireland,
Kilmacud,Dublin 14,,County Dublin,Ireland,D14 K3V1
,,Galway,County Galway,Ireland,H91 W326
Pollroebuck,,Loughrea,County Galway,Ireland,H62 HT32
Cloghanboy (Cooke),,Athlone,County Westmeath,Ireland,N37 T257
Mayfield,,Cork,County Cork,Ireland,T23 D2T5
,,Galway,County Galway,Ireland,H91 DH5T
Maryborough,,Portlaoise,County Laois,Ireland,R32 KT5D
Affane Hunter,,Affane Lower,County Waterford,Ireland,
Lemanaghan,,Srah,County Offaly,Ireland,
Inchicore,Dublin 8,,County Dublin,Ireland,D08 F5YA
,,Galway,County Galway,Ireland,H91 E65H
Crag,,Lahinch,County Clare,Ireland,V95 C6Y9
,,Portlaoise,County Laois,Ireland,R32 F9VA
Scrahane,,Killarney,County Kerry,Ireland,V93 Y2E5
Sunday's Well,,Cork,County Cork,Ireland,T23 N9C3
,,Cork,County Cork,Ireland,
Mountjoy,Dublin 1,,County Dublin,Ireland,D01 V8N8
Lehenagh Beg,,Cork,County Cork,Ireland,T12 H73Y
Cabra West,Dublin 7,,County Dublin,Ireland,D07 E7Y7
Fearmore,,Coole,County Westmeath,Ireland,
Kylebroghlan,,Moycullen,County Galway,Ireland,H91 N6F5
Connagh,,Fethard,County Wexford,Ireland,
Arran Quay,,Dublin,County Dublin,Ireland,D07 VF53
Ballydonarea,,Kilcoole,County Wicklow,Ireland,
Knockboy,,Hilltop,County Waterford,Ireland,
Carrowlustraun,,Drumaveg,County Galway,Ireland,
Knockthomas,,Castlebar,County Mayo,Ireland,F23 C832
Lisbrack,,Newtown Forbes,County Longford,Ireland,N39 XD83
Parkmore,,Tuam,County Galway,Ireland,H54 YP89
Knockanbaun,,Moat Farrell,County Longford,Ireland,
Dromroe,,College Court,County Limerick,Ireland,V94 PPF9
Merrion,,Blackrock,County Dublin,Ireland,A94 VE89
Knockmullen,,Gorey,County Wexford,Ireland,
,,Dublin,County Dublin,Ireland,
Kilmore,,Ballyjamesduff,County Cavan,Ireland,A82 EW22
Cragg,,Ballyfinnan,County Tipperary,Ireland,
,,Castletroy,County Limerick,Ireland,V94 FX3D
Fortunestown,,Saggart,County Dublin,Ireland,D24 P44C
,Dublin 16,,County Dublin,Ireland,D16 CK03
,,Dublin,County Dublin,Ireland,D03 KC91
Jamestown,,Ratoath,County Meath,Ireland,A85 XF75
Thomastown,,Thomastown,County Kilkenny,Ireland,R95 ED68
Ballintemple,,Cork,County Cork,Ireland,T12 TYV6
,,Galway,County Galway,Ireland,H91 F24R
,,Swords,County Dublin,Ireland,
Carpenterstown,Dublin 15,,County Dublin,Ireland,D15 XW6R
,Dublin 6W,,County Dublin,Ireland,D6W XR63
Yellow Walls,,Malahide,County Dublin,Ireland,K36 YN25
Foxrock,Dublin 18,,County Dublin,Ireland,
Castleredmond,,Midleton,County Cork,Ireland,P25 TD51
,,Dublin,County Dublin,Ireland,
Ringacoltig,,Rushbrooke Links,County Cork,Ireland,P24 K288
Magherablad,,Magherablade,County Donegal,Ireland,
Doohamlat,,Doohamlat,County Monaghan,Ireland,
Puttaghan,,Tullamore,County Offaly,Ireland,R35 T882
Ballynoe,,Rushbrooke Links,County Cork,Ireland,P24 KX89
Clogheenmilcon,,Tweedmount,County Cork,Ireland,
,,Limerick,County Limerick,Ireland,V94 5Y06
Lisroe,,Carrowreagh West,County Clare,Ireland,
Listerlin,,Ballydaw,County Kilkenny,Ireland,
Stillorgan,,Dublin,County Dublin,Ireland,
Sopwell,,Curraghgloss,County Tipperary,Ireland,
Droughill,,Portarlington,County Laois,Ireland,R32 E1W1
Farrangarret,,Ardmore,County Waterford,Ireland,P36 W226
Kilfinnane,,Kilfinane,County Limerick,Ireland,V35 CH59
Stonepark,,Ballinderry,County Tipperary,Ireland,
Gorey corporation lands,,Gorey,County Wexford,Ireland,Y25 YF63
Churchtown,,Bruhenny,County Cork,Ireland,P51 RH6D
Ballsbridge,Dublin 4,,County Dublin,Ireland,D04 R294
Cappahard,,Ennis,County Clare,Ireland,
Tootenhill,,Dublin,County Dublin,Ireland,
,,Galway,County Galway,Ireland,H91 VX7N
Abbeyland,,Castledermot,County Kildare,Ireland,R14 XC65
,Dublin 4,,County Dublin,Ireland,D04 WR60
Caheruane,,Bucks Cross,County Waterford,Ireland,
,,Rathnure,County Wexford,Ireland,
Kilgibbon,,Kilgibbon Wood,County Wexford,Ireland,
Townparks,,Skerries,County Dublin,Ireland,
Puttaghan,,Tullamore,County Offaly,Ireland,R35 T882
Oran More,,Oranmore,County Galway,Ireland,H91 HC5F
Stillorgan,,Dublin,County Dublin,Ireland,A94 VW92
Farrannabox,,Tuam,County Galway,Ireland,H54 K651
Kanturk,,Kanturk,County Cork,Ireland,
Cork Great,,Bray,County Dublin,Ireland,A98 CE55
Richard Taaffes Holding,,Louth,County Louth,Ireland,A91 CC60
Old-Fort,,Kinsale,County Cork,Ireland,
Tallow,,Tallow,County Waterford,Ireland,P51 XD00
,,Ballincollig,County Cork,Ireland,P31 V634
Burnfort,,Burnfort,County Cork,Ireland,
Monread North,,Sallins,County Kildare,Ireland,W91 TH77
Fosterstown North,,Swords,County Dublin,Ireland,
Grove Little,,Mount Saint Benedict,County Wexford,Ireland,
Rotunda,Dublin 1,,County Dublin,Ireland,
,,Dublin,County Dublin,Ireland,A96 T9W2
,,Turloughmore,County Galway,Ireland,H65 KC53
Gortyleane,,Rahan,County Roscommon,Ireland,
Cullagh,,Carrowbeg South,County Mayo,Ireland,
Town-Plots,,Kinsale,County Cork,Ireland,P17 YV27
Trascan,,Treascon,County Offaly,Ireland,
Cooltrim South,,Ballagh Wood,County Kildare,Ireland,
Tinahask Lower,,Arklow,County Wicklow,Ireland,Y14 FT22
Oldcourt,,Bray,County Wicklow,Ireland,A98 K6D8
Headford,,Headford,County Galway,Ireland,
Ballyroan,,Portlaoise,County Laois,Ireland,R32 KX33
Moneenbradagh,,Castlebar,County Mayo,Ireland,F23 YK46
Oldcourt,,Bray,County Wicklow,Ireland,A98 F2A0
Stillorgan,,Blackrock,County Dublin,Ireland,A94 Y2X6
,,Dublin,County Dublin,Ireland,D03 X439
,,Galway,County Galway,Ireland,H91 X6KW
Cabra East,Dublin 7,,County Dublin,Ireland,D07 VY30
Cronkeeran,,Cronkeerin,County Donegal,Ireland,
Ballyminoge,,Scarriff,County Clare,Ireland,V94 K1CV
Ballycummisk,,Ballycumisk,County Cork,Ireland,
Teevnacreeva,,Tibohine,County Roscommon,Ireland,
Carrickbeg,,Carrick-On-Suir,County Tipperary,Ireland,E32 AD60
Ballygrany,,Cois Cuain,County Galway,Ireland,
St. Dominick's Abbey,,Cashel,County Tipperary,Ireland,E25 YN35
St. Dominick's Abbey,,Cashel,County Tipperary,Ireland,E25 YN35
Rathfarnham,,Dublin,County Dublin,Ireland,D14 K4C9
Smithfield,,Dublin,County Dublin,Ireland,D07 A2C9
Schollarstown,Dublin 16,,County Dublin,Ireland,
Mooretown,,Swords,County Dublin,Ireland,K67 H2N0
Garryhankard,,Upton,County Cork,Ireland,
Derrinisky,,Knockmullin,County Roscommon,Ireland,
Greenville,,Enniscorthy,County Wexford,Ireland,Y21 W2T1
Fortyacres,,Tuitestown,County Offaly,Ireland,
